area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGRadialGradient> Make() { return sk_sp<SkSVGRadialGradient>(new SkSVGRadialGradient()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(R, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_OPTIONAL_ATT",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,onMakeShader,7,no,missing,,na,P3,Phase 9 optional,tracked,"sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix&) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGRect> Make() { return sk_sp<SkSVGRect>(new SkSVGRect()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Height, SkSVGLength, SkSVGLength(0)) SVG_OPTIONAL_ATTR(Rx, SkSVGLength) SVG_OPTIONAL_ATTR(Ry, SkSVGLe",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onDraw,9,no,missing,,na,P3,Phase 9 optional,tracked,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onAsPath,9,no,missing,,na,P3,Phase 9 optional,tracked,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onObjectBoundingBox,9,no,missing,,na,P3,Phase 9 optional,tracked,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,SkSVGLengthContext,20,no,missing,,na,P3,Phase 9 optional,tracked,"SkSVGLengthContext(const SkSize& viewport, SkScalar dpi = 90) : fViewport(viewport), fDPI(dpi) {}",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,viewPort,29,no,missing,,na,P3,Phase 9 optional,tracked,const SkSize& viewPort() const { return fViewport; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,setViewPort,29,no,missing,,na,P3,Phase 9 optional,tracked,void setViewPort(const SkSize& viewport) { fViewport = viewport; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolve,29,no,missing,,na,P3,Phase 9 optional,tracked,"SkScalar resolve(const SkSVGLength&, LengthType) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolveRect,29,no,missing,,na,P3,Phase 9 optional,tracked,"SkRect resolveRect(const SkSVGLength& x, const SkSVGLength& y, const SkSVGLength& w, const SkSVGLength& h) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,missing,,na,P3,Phase 9 optional,tracked,"SkSVGRenderContext(SkCanvas*, const sk_sp<SkFontMgr>&, const sk_sp<skresources::ResourceProvider>&, const SkSVGIDMapper&, const SkSVGLengthContext&, const SkSVGPresentationContext&, const OBBScope&);",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,missing,,na,P3,Phase 9 optional,tracked,SkSVGRenderContext(const SkSVGRenderContext&);,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,missing,,na,P3,Phase 9 optional,tracked,"SkSVGRenderContext(const SkSVGRenderContext&, SkCanvas*);",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,missing,,na,P3,Phase 9 optional,tracked,"SkSVGRenderContext(const SkSVGRenderContext&, const SkSVGNode*);",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,~SkSVGRenderContext,60,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~SkSVGRenderContext();,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,lengthContext,60,no,missing,,na,P3,Phase 9 optional,tracked,const SkSVGLengthContext& lengthContext() const { return *fLengthContext; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,writableLengthContext,60,no,missing,,na,P3,Phase 9 optional,tracked,SkSVGLengthContext* writableLengthContext() { return fLengthContext.writable(); },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,presentationContext,60,no,missing,,na,P3,Phase 9 optional,tracked,const SkSVGPresentationContext& presentationContext() const { return *fPresentationContext; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,canvas,60,no,missing,,na,P3,Phase 9 optional,tracked,SkCanvas* canvas() const { return fCanvas; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,saveOnce,60,no,missing,,na,P3,Phase 9 optional,tracked,void saveOnce();,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,Make,15,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGSVG> Make(Type t = Type::kInner) { return sk_sp<SkSVGSVG>(new SkSVGSVG(t)); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,SVG_ATTR,15,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Height , SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercenta",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,renderNode,15,no,missing,,real_gap,P3,Phase 9 optional,tracked,"void renderNode(const SkSVGRenderContext&, const SkSVGIRI& iri) const;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGShape.h,SkSVGShape,appendChild,10,no,missing,,real_gap,P3,Phase 9 optional,tracked,void appendChild(sk_sp<SkSVGNode>) override;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGStop.h,SkSVGStop,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGStop> Make() { return sk_sp<SkSVGStop>(new SkSVGStop()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGStop.h,SkSVGStop,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Offset, SkSVGLength, SkSVGLength(0, SkSVGLength::Unit::kPercentage)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextFragment,renderText,11,no,missing,,real_gap,P3,Phase 9 optional,tracked,"void renderText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextContainer,SVG_ATTR,30,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X, std::vector<SkSVGLength>, {}) SVG_ATTR(Y, std::vector<SkSVGLength>, {}) SVG_ATTR(Dx, std::vector<SkSVGLength>, {}) SVG_ATTR(Dy, std::vector<SkSVGLength>, {}) SVG_ATTR(Rotate, std::vector<SkSVGNumberType>, {}) SVG_ATTR(XmlSpace, ",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGText,Make,55,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGText> Make() { return sk_sp<SkSVGText>(new SkSVGText()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTSpan,Make,70,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTSpan> Make() { return sk_sp<SkSVGTSpan>(new SkSVGTSpan()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,Make,80,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTextLiteral> Make() { return sk_sp<SkSVGTextLiteral>(new SkSVGTextLiteral()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,SVG_ATTR,80,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Text, SkSVGStringType, SkSVGStringType()) private: SkSVGTextLiteral() : INHERITED(SkSVGTag::kTextLiteral) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,onShapeText,80,no,missing,,na,P3,Phase 9 optional,tracked,"void onShapeText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,appendChild,80,no,missing,,real_gap,P3,Phase 9 optional,tracked,void appendChild(sk_sp<SkSVGNode>) override {},Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,Make,98,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTextPath> Make() { return sk_sp<SkSVGTextPath>(new SkSVGTextPath()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,SVG_ATTR,98,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Href , SkSVGIRI , {} ) SVG_ATTR(StartOffset, SkSVGLength, SkSVGLength(0)) private: SkSVGTextPath() : INHERITED(SkSVGTag::kTextPath) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,onShapeText,98,no,missing,,na,P3,Phase 9 optional,tracked,"void onShapeText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,parseAndSetAttribute,98,no,missing,,na,P3,Phase 9 optional,tracked,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGTransformableNode.h,SkSVGTransformableNode,setTransform,7,no,missing,,real_gap,P3,Phase 9 optional,tracked,void setTransform(const SkSVGTransformType& t) { fTransform = t; },Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGLength,operator==,122,no,false_positive,SkSVGLength_delete|SkSVGLength_new|SkSVGLength_unit|SkSVGLength_value,false_positive,P0,Phase 10,coverage_polish,bool operator==(const SkSVGLength& other) const { return fUnit == other.fUnit && fValue == other.fValue; },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGLength,operator!=,122,no,false_positive,SkSVGLength_delete|SkSVGLength_new|SkSVGLength_unit|SkSVGLength_value,false_positive,P0,Phase 10,coverage_polish,bool operator!=(const SkSVGLength& other) const { return !(*this == other); },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,SkSVGIRI,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGIRI() : fType(Type::kLocal) {},value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,SkSVGIRI,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SkSVGIRI(Type t, const SkSVGStringType& iri) : fType(t), fIRI(iri) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,type,150,no,missing,,real_gap,P3,Phase 9 optional,tracked,Type type() const { return fType; },Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,iri,150,no,missing,,real_gap,P3,Phase 9 optional,tracked,const SkSVGStringType& iri() const { return fIRI; },Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,operator==,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator==(const SkSVGIRI& other) const { return fType == other.fType && fIRI == other.fIRI; },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,operator!=,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator!=(const SkSVGIRI& other) const { return !(*this == other); },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SkSVGPaint() : fType(Type::kNone), fColor(SK_ColorBLACK) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"explicit SkSVGPaint(Type t) : fType(t), fColor(SK_ColorBLACK) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"explicit SkSVGPaint(SkSVGColor c) : fType(Type::kColor), fColor(std::move(c)) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SkSVGPaint(const SkSVGIRI& iri, SkSVGColor fallback_color) : fType(Type::kIRI), fColor(std::move(fallback_color)), fIRI(iri) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGPaint(const SkSVGPaint&) = default;,value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGPaint(SkSVGPaint&&) = default;,value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,operator==,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator==(const SkSVGPaint& other) const { return fType == other.fType && fColor == other.fColor && fIRI == other.fIRI; },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
